nt_seq_ID	tip_labels	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	Location	Country	Year	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	host_taxon	host_genus
Grenada_mosquito_rhabdovirus_1_F1429C1F1426	Grenada_mosquito_rhabdovirus_1_F1429C1F1426	C1	F1429	F1426	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1427	Grenada_mosquito_rhabdovirus_1_F1429C1F1427	C1	F1429	F1427	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1428	Grenada_mosquito_rhabdovirus_1_F1429C1F1428	C1	F1429	F1428	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1429	Grenada_mosquito_rhabdovirus_1_F1429C1F1429	C1	F1429	F1429	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1430	Grenada_mosquito_rhabdovirus_1_F1429C1F1430	C1	F1429	F1430	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1431	Grenada_mosquito_rhabdovirus_1_F1429C1F1431	C1	F1429	F1431	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1432	Grenada_mosquito_rhabdovirus_1_F1429C1F1432	C1	F1429	F1432	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1433	Grenada_mosquito_rhabdovirus_1_F1429C1F1433	C1	F1429	F1433	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Kompong Thom	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1570	Grenada_mosquito_rhabdovirus_1_F1429C1F1570	C1	F1429	F1570	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1571	Grenada_mosquito_rhabdovirus_1_F1429C1F1571	C1	F1429	F1571	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1572	Grenada_mosquito_rhabdovirus_1_F1429C1F1572	C1	F1429	F1572	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1573	Grenada_mosquito_rhabdovirus_1_F1429C1F1573	C1	F1429	F1573	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1575	Grenada_mosquito_rhabdovirus_1_F1429C1F1575	C1	F1429	F1575	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1576	Grenada_mosquito_rhabdovirus_1_F1429C1F1576	C1	F1429	F1576	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1578	Grenada_mosquito_rhabdovirus_1_F1429C1F1578	C1	F1429	F1578	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1579	Grenada_mosquito_rhabdovirus_1_F1429C1F1579	C1	F1429	F1579	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Grenada_mosquito_rhabdovirus_1_F1429C1F1582	Grenada_mosquito_rhabdovirus_1_F1429C1F1582	C1	F1429	F1582	F1429_NODE_1_length_14505_cov_534.938062_5	F1429_NODE_1_length_14505_cov_534.938062	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	correct	Culex quinquefasciatus	_	cluster17	Culex quinquefasciatus	Culex
Reloonsia_virus_F1535C4F1020	Reloonsia_virus_F1535C4F1020	C4	F1535	F1020	F1535_NODE_4_length_12152_cov_28.768951_4	F1535_NODE_4_length_12152_cov_28.768951	Cambodia:Battambang & Pailin	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Reloonsia_virus_F1535C4F1524	Reloonsia_virus_F1535C4F1524	C4	F1535	F1524	F1535_NODE_4_length_12152_cov_28.768951_4	F1535_NODE_4_length_12152_cov_28.768951	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Reloonsia_virus_F1535C4F1535	Reloonsia_virus_F1535C4F1535	C4	F1535	F1535	F1535_NODE_4_length_12152_cov_28.768951_4	F1535_NODE_4_length_12152_cov_28.768951	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Poterfers_virus_F1543C2F1543	Poterfers_virus_F1543C2F1543	C2	F1543	F1543	F1543_NODE_2_length_10836_cov_97.382989_4	F1543_NODE_2_length_10836_cov_97.382989	Cambodia:Preah Vihear	Cambodia	2019	Coquillettidia crassipes	correct	Coquillettidia crassipes	_	cluster2	Coquillettidia crassipes	Coquillettidia
Ardicrand_virus_F1568C1F1277	Ardicrand_virus_F1568C1F1277	C1	F1568	F1277	F1568_NODE_1_length_14237_cov_127.790439_5	F1568_NODE_1_length_14237_cov_127.790439	Cambodia:Pursat	Cambodia	2019	Culex infantulus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	_	cluster5	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex
Ardicrand_virus_F1568C1F1568	Ardicrand_virus_F1568C1F1568	C1	F1568	F1568	F1568_NODE_1_length_14237_cov_127.790439_5	F1568_NODE_1_length_14237_cov_127.790439	Cambodia:Preah Vihear	Cambodia	2019	Culex quinquefasciatus	mixed custer, internally divergent	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	_	cluster5	Culex sp brevipalpis or cinctellus or infantulus or quinquefasciatus	Culex
Begrized_virus_F1588C1F1462	Begrized_virus_F1588C1F1462	C1	F1588	F1462	F1588_NODE_1_length_11833_cov_1389.869587_4	F1588_NODE_1_length_11833_cov_1389.869587	Cambodia:Kompong Thom	Cambodia	2019	Culex vishnui.g	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex
Begrized_virus_F1588C1F1588	Begrized_virus_F1588C1F1588	C1	F1588	F1588	F1588_NODE_1_length_11833_cov_1389.869587_4	F1588_NODE_1_length_11833_cov_1389.869587	Cambodia:Preah Vihear	Cambodia	2019	Culex sinensis	mixed cluster	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	cluster dominated by vishnui	cluster9	Culex sp cinctellus or gelidus or sinensis or tritaeniorhynchus or vishnui.g	Culex
