nt_uid	nt_accession	nt_organism	nt_title	nt_slen	tax_id	total_number_of_sequences	input_tax_id
1698237161	MN034726	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_39220 sequence	1002	1955170	529	1955170
1698237052	MN034686	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_28_FD_scaffold_1905 sequence	1791	1955170	529	1955170
1698237041	MN034680	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_32_scaffold_28392 sequence	1071	1955170	529	1955170
1698237022	MN034669	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_34_5945 sequence	1600	1955170	529	1955170
1698236924	MN034622	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_60983 sequence	1144	1955170	529	1955170
1698236879	MN034601	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_26494 sequence	1540	1955170	529	1955170
1698236794	MN034565	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_2434 sequence	2412	1955170	529	1955170
1698236729	MN034539	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_22_scaffold_5772 sequence	1864	1955170	529	1955170
1698236563	MN034471	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_24_scaffold_23095 RNA-dependent RNA polymerase (H4BulkLitter2423095_000001) and hypothetical protein (H4BulkLitter2423095_000002) genes, partial cds	1228	1955170	529	1955170
1698236525	MN034454	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_48_scaffold_4190 sequence	1929	1955170	529	1955170
1698236443	MN034423	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_Litter_16_3722 sequence	1855	1955170	529	1955170
1698236438	MN034420	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_44_scaffold_4565 sequence	1799	1955170	529	1955170
1698236380	MN034392	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_1_scaffold_28229 sequence	1372	1955170	529	1955170
1698236312	MN034361	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_18371 sequence	1367	1955170	529	1955170
1698236290	MN034344	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_9459 sequence	1695	1955170	529	1955170
1698236256	MN034329	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_7_scaffold_3352 sequence	1781	1955170	529	1955170
1698236217	MN034312	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_25_scaffold_21135 sequence	1192	1955170	529	1955170
1698236216	MN034311	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_11_7494 sequence	1572	1955170	529	1955170
1698236164	MN034289	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_3_7015 sequence	1843	1955170	529	1955170
1698236058	MN034243	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_27_scaffold_17563 sequence	1689	1955170	529	1955170
1698236044	MN034237	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_27_scaffold_13424 sequence	1340	1955170	529	1955170
1698236009	MN034219	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_32_scaffold_20775 sequence	1198	1955170	529	1955170
1698235958	MN034200	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_24_scaffold_4599 hypothetical protein (H4BulkLitter244599_000001) and RNA-dependent RNA polymerase (H4BulkLitter244599_000002) genes, complete cds	2019	1955170	529	1955170
1698235920	MN034180	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_29437 sequence	1484	1955170	529	1955170
1698235866	MN034159	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_37_scaffold_6729 sequence	1194	1955170	529	1955170
1698235830	MN034147	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_29_scaffold_8490 sequence	1484	1955170	529	1955170
1698235816	MN034142	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_Litter_6_scaffold_21988 hypothetical protein (H1BulkLitter621988_000001) and RNA-dependent RNA polymerase (H1BulkLitter621988_000002) genes, partial cds	1006	1955170	529	1955170
1698235786	MN034127	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_26108 sequence	1218	1955170	529	1955170
1698235762	MN034116	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_20616 sequence	1240	1955170	529	1955170
1698235729	MN034102	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_14559 sequence	1893	1955170	529	1955170
1698235728	MN034101	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_42_scaffold_4321 sequence	1794	1955170	529	1955170
1698235673	MN034077	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_19_scaffold_8427 sequence	1694	1955170	529	1955170
1698235632	MN034059	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_3_81199 RNA-dependent RNA polymerase (H1RhizoLitter381199_000001) gene, partial cds; and hypothetical protein (H1RhizoLitter381199_000002) gene, complete cds	1262	1955170	529	1955170
1698235626	MN034055	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_28_FD_scaffold_313 RNA-dependent RNA polymerase (H1Bulk28FD313_000001) gene, complete cds; and hypothetical protein (H1Bulk28FD313_000002) gene, partial cds	2720	1955170	529	1955170
1698235589	MN034042	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_395 RNA-dependent RNA polymerase (H4Bulk46395_000001), hypothetical protein (H4Bulk46395_000002), and hypothetical protein (H4Bulk46395_000003) genes, complete cds	4152	1955170	529	1955170
1698235556	MN034029	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_31_scaffold_28545 sequence	1014	1955170	529	1955170
1698235537	MN034023	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_31_scaffold_7626 hypothetical protein (H2Rhizo317626_000001) and RNA-dependent RNA polymerase (H2Rhizo317626_000002) genes, partial cds	1658	1955170	529	1955170
1698235482	MN034004	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_8_scaffold_6651 sequence	1655	1955170	529	1955170
1698235449	MN033990	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_10359 sequence	1512	1955170	529	1955170
1698235444	MN033987	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_5300 sequence	2020	1955170	529	1955170
1698235437	MN033983	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_26_FD_scaffold_4642 sequence	1962	1955170	529	1955170
1698235379	MN033957	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_35_scaffold_6533 sequence	1614	1955170	529	1955170
1698235211	MN033887	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_21761 sequence	1295	1955170	529	1955170
1698235175	MN033870	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_29_scaffold_1403 hypothetical protein (H1Bulk291403_000001) gene, partial cds; and RNA-dependent RNA polymerase (H1Bulk291403_000002) gene, complete cds	2627	1955170	529	1955170
1698235127	MN033847	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_5846 sequence	1960	1955170	529	1955170
1698235110	MN033840	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_25_scaffold_59686 sequence	1021	1955170	529	1955170
1698235105	MN033838	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_26_FD_scaffold_7386 sequence	1685	1955170	529	1955170
1698235081	MN033827	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_33_scaffold_4845 sequence	2007	1955170	529	1955170
1698234929	MN033774	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_42_scaffold_2986 sequence	2023	1955170	529	1955170
1698234928	MN033773	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_11_4839 sequence	1820	1955170	529	1955170
1698234897	MN033755	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_20_scaffold_5443 sequence	1626	1955170	529	1955170
1698234768	MN033705	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_Litter_5_scaffold_6066 sequence	1955	1955170	529	1955170
1698234751	MN033699	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_2130 hypothetical protein (H3RhizoLitter132130_000001) gene, partial cds; and RNA-dependent RNA polymerase (H3RhizoLitter132130_000002) gene, complete cds	2053	1955170	529	1955170
1698234662	MN033662	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_16871 sequence	1322	1955170	529	1955170
1698234643	MN033653	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_25399 sequence	1230	1955170	529	1955170
1698234555	MN033614	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_15_scaffold_8316 sequence	1271	1955170	529	1955170
1698234454	MN033574	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_35_scaffold_7776 sequence	1525	1955170	529	1955170
1698234333	MN033520	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_10_scaffold_9408 sequence	1321	1955170	529	1955170
1698234167	MN033453	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_Litter_6_scaffold_5394 sequence	1682	1955170	529	1955170
1698234166	MN033452	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_33_scaffold_7165 sequence	1763	1955170	529	1955170
1698234149	MN033443	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_40_scaffold_7931 sequence	1521	1955170	529	1955170
1698234101	MN033421	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_13792 sequence	1502	1955170	529	1955170
1698234089	MN033416	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_43_scaffold_6023 sequence	1795	1955170	529	1955170
1698234031	MN033393	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_11921 sequence	1339	1955170	529	1955170
1698234029	MN033391	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_9380 sequence	1699	1955170	529	1955170
1698234028	MN033390	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_48_scaffold_6119 sequence	1732	1955170	529	1955170
1698234011	MN033385	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_14_scaffold_27089 sequence	1080	1955170	529	1955170
1698233901	MN033339	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_12_scaffold_6461 sequence	1800	1955170	529	1955170
1698233898	MN033338	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_48_scaffold_4676 RNA-dependent RNA polymerase (H4Bulk484676_000001) and hypothetical protein (H4Bulk484676_000002) genes, partial cds	1872	1955170	529	1955170
1698233835	MN033310	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_13794 sequence	1410	1955170	529	1955170
1698233811	MN033298	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_12453 sequence	1321	1955170	529	1955170
1698233791	MN033289	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_7_scaffold_9501 sequence	1238	1955170	529	1955170
1698233682	MN033246	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_Litter_16_5343 sequence	1646	1955170	529	1955170
1698233649	MN033233	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_5159 sequence	1749	1955170	529	1955170
1698233570	MN033197	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_33_scaffold_10232 sequence	1563	1955170	529	1955170
1698233495	MN033168	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_25_scaffold_6832 sequence	1801	1955170	529	1955170
1698233439	MN033152	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_12118 sequence	1332	1955170	529	1955170
2163657921	MW239557	Partitiviridae sp.	MAG: Partitiviridae sp. isolate wagtail88con44 hypothetical protein gene, partial cds	756	1955170	529	1955170
2163657625	MW239431	Partitiviridae sp.	MAG: Partitiviridae sp. isolate Red-flankedBluetail92con59 hypothetical protein gene, partial cds	603	1955170	529	1955170
2163657618	MW239428	Partitiviridae sp.	MAG: Partitiviridae sp. isolate Red-flankedBluetail92con8 hypothetical protein gene, partial cds	693	1955170	529	1955170
2163657486	MW239346	Partitiviridae sp.	MAG: Partitiviridae sp. isolate woodpecker140con22 hypothetical protein gene, partial cds	732	1955170	529	1955170
2163657260	MW239277	Partitiviridae sp.	MAG: Partitiviridae sp. isolate wagtail88con102 hypothetical protein gene, partial cds	663	1955170	529	1955170
2112781323	MZ375222	Partitiviridae sp.	MAG: Partitiviridae sp. isolate 3PE-RDRP-6 RNA-dependent RNA polymerase gene, partial cds	1439	1955170	529	1955170
2107979733	MZ395984	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L7-1 RNA-dependent RNA polymerase gene, complete cds	1490	1955170	529	1955170
2071752104	MW826538	Partitiviridae sp.	Partitiviridae sp. isolate YSS126390 segment RNA2 genomic sequence, sequence	2076	1955170	529	1955170
2071752102	MW826537	Partitiviridae sp.	Partitiviridae sp. isolate YSS5908 genomic sequence, sequence	1730	1955170	529	1955170
2071752100	MW826536	Partitiviridae sp.	Partitiviridae sp. isolate YSS9817 genomic sequence, sequence	1924	1955170	529	1955170
2071752098	MW826535	Partitiviridae sp.	Partitiviridae sp. isolate YSS68631 genomic sequence, sequence	1471	1955170	529	1955170
2071752096	MW826534	Partitiviridae sp.	Partitiviridae sp. isolate YSS7261 genomic sequence, sequence	1506	1955170	529	1955170
2071752094	MW826533	Partitiviridae sp.	Partitiviridae sp. isolate YSS3194 genomic sequence, sequence	1956	1955170	529	1955170
2071751553	MW826490	Partitiviridae sp.	Partitiviridae sp. isolate YSN504 genomic sequence, sequence	1495	1955170	529	1955170
2071751551	MW826489	Partitiviridae sp.	Partitiviridae sp. isolate YSN103 genomic sequence, sequence	1637	1955170	529	1955170
2071751549	MW826488	Partitiviridae sp.	Partitiviridae sp. isolate YSN217 genomic sequence, sequence	1387	1955170	529	1955170
2071751547	MW826487	Partitiviridae sp.	Partitiviridae sp. isolate YSN381 genomic sequence, sequence	1448	1955170	529	1955170
2071751073	MW826424	Partitiviridae sp.	Partitiviridae sp. isolate XZS181256 segment RNA1 genomic sequence, sequence	1783	1955170	529	1955170
2071751071	MW826423	Partitiviridae sp.	Partitiviridae sp. isolate XZS160380 segment RNA2 genomic sequence, sequence	1378	1955170	529	1955170
2071751069	MW826422	Partitiviridae sp.	Partitiviridae sp. isolate XZS160380 segment RNA1 genomic sequence, sequence	1756	1955170	529	1955170
2071751067	MW826421	Partitiviridae sp.	Partitiviridae sp. isolate XZS155894 segment RNA2 genomic sequence, sequence	1588	1955170	529	1955170
2071751065	MW826420	Partitiviridae sp.	Partitiviridae sp. isolate XZS155894 segment RNA1 genomic sequence, sequence	1753	1955170	529	1955170
2071751063	MW826419	Partitiviridae sp.	Partitiviridae sp. isolate XZS177413 segment RNA2 genomic sequence, sequence	501	1955170	529	1955170
2071751061	MW826418	Partitiviridae sp.	Partitiviridae sp. isolate XZS177413 segment RNA1 genomic sequence, sequence	2364	1955170	529	1955170
2071750383	MW826388	Partitiviridae sp.	Partitiviridae sp. isolate XZN138430 segment RNA1 genomic sequence, sequence	2221	1955170	529	1955170
2071750381	MW826387	Partitiviridae sp.	Partitiviridae sp. isolate XZN137982 segment RNA1 genomic sequence, sequence	1559	1955170	529	1955170
2071750379	MW826386	Partitiviridae sp.	Partitiviridae sp. isolate XZN130727 segment RNA1 genomic sequence, sequence	1553	1955170	529	1955170
2071750377	MW826385	Partitiviridae sp.	Partitiviridae sp. isolate XZN117960 segment RNA1 genomic sequence, sequence	1523	1955170	529	1955170
2071750375	MW826384	Partitiviridae sp.	Partitiviridae sp. isolate XZN113441 segment RNA1 genomic sequence, sequence	1530	1955170	529	1955170
2071750373	MW826383	Partitiviridae sp.	Partitiviridae sp. isolate XZN62437 segment RNA1 genomic sequence, sequence	1658	1955170	529	1955170
2071750371	MW826382	Partitiviridae sp.	Partitiviridae sp. isolate XZN141309 segment RNA1 genomic sequence, sequence	1781	1955170	529	1955170
2071750369	MW826381	Partitiviridae sp.	Partitiviridae sp. isolate XZN141070 segment RNA1 genomic sequence, sequence	2200	1955170	529	1955170
2071750367	MW826380	Partitiviridae sp.	Partitiviridae sp. isolate XZN138740 segment RNA1 genomic sequence, sequence	1765	1955170	529	1955170
2071750365	MW826379	Partitiviridae sp.	Partitiviridae sp. isolate XZN135748 genomic sequence, sequence	1651	1955170	529	1955170
2071750363	MW826378	Partitiviridae sp.	Partitiviridae sp. isolate XZN134375 genomic sequence, sequence	1444	1955170	529	1955170
2071750361	MW826377	Partitiviridae sp.	Partitiviridae sp. isolate XZN137388 genomic sequence, sequence	1509	1955170	529	1955170
2071750359	MW826376	Partitiviridae sp.	Partitiviridae sp. isolate XZN134888 genomic sequence, sequence	1560	1955170	529	1955170
2071750357	MW826375	Partitiviridae sp.	Partitiviridae sp. isolate XZN137934 segment RNA2 genomic sequence, sequence	2274	1955170	529	1955170
2071750355	MW826374	Partitiviridae sp.	Partitiviridae sp. isolate XZN137934 segment RNA1 genomic sequence, sequence	1561	1955170	529	1955170
2071750353	MW826373	Partitiviridae sp.	Partitiviridae sp. isolate XZN134567 segment RNA2 genomic sequence, sequence	1761	1955170	529	1955170
2071750351	MW826372	Partitiviridae sp.	Partitiviridae sp. isolate XZN134567 segment RNA1 genomic sequence, sequence	1887	1955170	529	1955170
2080076797	MZ600169	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L9 putative capsid protein gene, partial cds	727	1955170	529	1955170
2080076787	MZ600168	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L8-2 hypothetical protein gene, complete cds	1424	1955170	529	1955170
2080076765	MZ600167	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L8-1 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	1646	1955170	529	1955170
2080076747	MZ600166	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L6-2 hypothetical protein 1 gene, complete cds; and hypothetical protein 2 gene, partial cds	1759	1955170	529	1955170
2080076724	MZ600165	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L6-1 hypothetical protein 1 and hypothetical protein 2 genes, complete cds	1778	1955170	529	1955170
2080076707	MZ600164	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L5 hypothetical protein gene, complete cds	1428	1955170	529	1955170
2080076688	MZ600163	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L4 putative capsid protein gene, complete cds	1605	1955170	529	1955170
2080076676	MZ600162	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L3 putative capsid protein gene, partial cds	1108	1955170	529	1955170
2080076667	MZ600161	Partitiviridae sp.	MAG: Partitiviridae sp. isolate L2 coat protein gene, complete cds	1383	1955170	529	1955170
2026661667	MW452286	Partitiviridae sp.	Partitiviridae sp. strain YX356 RNA-dependent RNA polymerase gene, complete cds	1366	1955170	529	1955170
1698241054	MN036319	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_11882 sequence	1341	1955170	529	1955170
1698241043	MN036315	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_34301 RNA-dependent RNA polymerase (H4Bulk4634301_000001) and hypothetical protein (H4Bulk4634301_000002) genes, partial cds	1110	1955170	529	1955170
1698241003	MN036296	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_12281 sequence	1105	1955170	529	1955170
1698240969	MN036284	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_48_scaffold_9496 sequence	1525	1955170	529	1955170
1698240935	MN036274	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_17573 sequence	1305	1955170	529	1955170
1698240874	MN036246	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_44_scaffold_14429 sequence	1265	1955170	529	1955170
1698240811	MN036218	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_42_scaffold_4896 sequence	1723	1955170	529	1955170
1698240759	MN036199	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_14_scaffold_19831 sequence	1212	1955170	529	1955170
1698240700	MN036178	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_42_scaffold_7771 hypothetical protein (H3Bulk427771_000001) and RNA-dependent RNA polymerase (H3Bulk427771_000002) genes, partial cds	1480	1955170	529	1955170
1698240695	MN036175	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_1181 sequence	3033	1955170	529	1955170
1698240688	MN036172	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_35_scaffold_3021 sequence	2049	1955170	529	1955170
1698240673	MN036168	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_45_scaffold_23131 hypothetical protein (H4Rhizo4523131_000001) gene, complete cds; and RNA-dependent RNA polymerase (H4Rhizo4523131_000002) gene, partial cds	1194	1955170	529	1955170
1698240642	MN036155	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_12_scaffold_14211 sequence	1546	1955170	529	1955170
1698240535	MN036119	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_29_scaffold_15488 RNA-dependent RNA polymerase (H1Bulk2915488_000001) gene, partial cds; and hypothetical protein (H1Bulk2915488_000002) gene, complete cds	1685	1955170	529	1955170
1698240455	MN036080	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_2_scaffold_145 RNA-dependent RNA polymerase (H1RhizoLitter2145_000001) gene, complete cds; and hypothetical protein (H1RhizoLitter2145_000002) gene, partial cds	2656	1955170	529	1955170
1698240454	MN036079	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_42_scaffold_4733 sequence	1742	1955170	529	1955170
1698240400	MN036055	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_14_scaffold_5737 sequence	1870	1955170	529	1955170
1698240381	MN036048	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_29_scaffold_4422 sequence	1830	1955170	529	1955170
1698240364	MN036041	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_30_scaffold_9716 sequence	1333	1955170	529	1955170
1698240337	MN036031	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_Litter_10_scaffold_9745 sequence	1305	1955170	529	1955170
1698240259	MN035998	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_48_scaffold_20499 sequence	1192	1955170	529	1955170
1698240155	MN035955	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_40_scaffold_15237 sequence	1211	1955170	529	1955170
1698240084	MN035926	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_36_scaffold_53243 sequence	1195	1955170	529	1955170
1698240048	MN035912	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_2801 sequence	1873	1955170	529	1955170
1698239998	MN035887	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_Litter_4_scaffold_5035 sequence	1656	1955170	529	1955170
1698239981	MN035880	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_43_scaffold_6768 sequence	1734	1955170	529	1955170
1698239921	MN035855	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Bulk_28_FD_scaffold_2615 sequence	1638	1955170	529	1955170
1698239918	MN035852	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_36_scaffold_1598 sequence	1955	1955170	529	1955170
1698239770	MN035794	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_27_scaffold_4901 sequence	1911	1955170	529	1955170
1698239747	MN035784	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_19_scaffold_8538 sequence	1685	1955170	529	1955170
1698239722	MN035775	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_40467 hypothetical protein (H4Bulk4640467_000001) and RNA-dependent RNA polymerase (H4Bulk4640467_000002) genes, partial cds	1047	1955170	529	1955170
1698239698	MN035765	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_15859 sequence	1308	1955170	529	1955170
1698239675	MN035755	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_19_scaffold_2129 hypothetical protein (H4RhizoLitter192129_000001) and RNA-dependent RNA polymerase (H4RhizoLitter192129_000002) genes, partial cds	2635	1955170	529	1955170
1698239574	MN035719	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_4174 sequence	1862	1955170	529	1955170
1698239540	MN035699	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_20_scaffold_4354 sequence	1748	1955170	529	1955170
1698239510	MN035688	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Rhizo_Litter_49_scaffold_55198 sequence	1187	1955170	529	1955170
1698239507	MN035685	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_46_scaffold_25317 sequence	1231	1955170	529	1955170
1698239336	MN035614	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_22_scaffold_7470 sequence	1728	1955170	529	1955170
1698239330	MN035610	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_24_scaffold_18253 sequence	1327	1955170	529	1955170
1698239286	MN035595	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Rhizo_Litter_21_scaffold_5478 RNA-dependent RNA polymerase (H4RhizoLitter215478_000001) and hypothetical protein (H4RhizoLitter215478_000002) genes, partial cds	2127	1955170	529	1955170
1698239180	MN035548	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H1_Rhizo_Litter_1_scaffold_5859 sequence	1674	1955170	529	1955170
1698239170	MN035543	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H2_Bulk_35_scaffold_4079 sequence	1855	1955170	529	1955170
1698239129	MN035530	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H4_Bulk_Litter_23_scaffold_17837 sequence	1572	1955170	529	1955170
1698238768	MN035365	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_5878 sequence	1442	1955170	529	1955170
1698238724	MN035347	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Bulk_40_scaffold_21332 sequence	1067	1955170	529	1955170
1698238716	MN035343	Partitiviridae sp.	MAG: Partitiviridae sp. isolate H3_Rhizo_Litter_13_scaffold_11553 sequence	1130	1955170	529	1955170
