contig_id	pident	phylum	class	order	family	genus	species	rdrp_scan_vir_group	suggested_vir_sp	orf_id	evalue	sseqid	stitle	tax_id	rdrp_scan_evalue
F1183_NODE_376_length_1516_cov_4.340862	60.7	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	Ghabrivirales	F1183_NODE_376_length_1516_cov_4.340862	F1183_NODE_376_length_1516_cov_4.340862_1	6.3e-175	AJT39583.1	AJT39583.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	2.4e-94
F1409_NODE_1832_length_1127_cov_2.578358	43.7	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	Ghabrivirales	F1409_NODE_1832_length_1127_cov_2.578358	F1409_NODE_1832_length_1127_cov_2.578358_1	2.8e-79	AJT39581.1	AJT39581.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	9.5e-67
F1427_NODE_12_length_3581_cov_418.068633	99.6	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	Hubei chryso-like virus 1	Ghabrivirales	Hubei_chryso_like_virus_1	F1427_NODE_12_length_3581_cov_418.068633_1	0	QRW42729.1	QRW42729.1 MAG: RNA-dependent RNA polymerase [Hubei chryso-like virus 1]	1922855	1.3e-78
F1469_NODE_738_length_2404_cov_1.864198	54.1	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	Ghabrivirales	F1469_NODE_738_length_2404_cov_1.864198	F1469_NODE_738_length_2404_cov_1.864198_1	2.3e-245	AJT39583.1	AJT39583.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	1.5e-95
F1183_NODE_2_length_5307_cov_3.704303	53.5	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	Ghabrivirales	F1183_NODE_2_length_5307_cov_3.704303	F1183_NODE_2_length_5307_cov_3.704303_2	4e-267	AJT39583.1	AJT39583.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	8.1e-101
F1470_NODE_2_length_7157_cov_428.287525	49.9	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	NA	NA	dsRNA virus environmental sample	Ghabrivirales	F1470_NODE_2_length_7157_cov_428.287525	F1470_NODE_2_length_7157_cov_428.287525_2	4.6e-297	AJT39583.1	AJT39583.1 PArp-RdRp, partial [dsRNA virus environmental sample]	1075826	6.6e-95
F1360_NODE_4105_length_1606_cov_2.191489	56.4	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	Durnavirales	F1360_NODE_4105_length_1606_cov_2.191489	F1360_NODE_4105_length_1606_cov_2.191489_1	6.8e-144	UDL14417.1	UDL14417.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]	1955170	3.5e-83
F1001_NODE_2217_length_1552_cov_1570.360721	100	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aedes partiti-like virus 1	Durnavirales	Aedes_partiti_like_virus_1	F1001_NODE_2217_length_1552_cov_1570.360721_1	6.7e-283	DAZ85671.1	DAZ85671.1 TPA_asm: RNA-dependent RNA polymerase [Aedes partiti-like virus 1]	2892537	1.1e-94
F1414_NODE_269_length_1737_cov_116.394768	93.7	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Penicillium stoloniferum virus S	Durnavirales	Penicillium_stoloniferum_virus_S	F1414_NODE_269_length_1737_cov_116.394768_1	0	YP_052856.2	YP_052856.2 RNA-dependent RNA polymerase [Penicillium stoloniferum virus S]	216371	1.2e-92
F1086_NODE_860_length_1747_cov_313.222813	99.6	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Verdadero virus	Durnavirales	Verdadero_virus	F1086_NODE_860_length_1747_cov_313.222813_1	0	QMI58128.1	QMI58128.1 RNA-dependent RNA polymerase [Verdadero virus]	2759333	2.8e-89
F1366_NODE_1917_length_1697_cov_3.967722	77.1	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Nigrospora sphaerica partitivirus 1	Durnavirales	Catimbler_virus	F1366_NODE_1917_length_1697_cov_3.967722_1	2.4e-247	UBK24765.1	UBK24765.1 RNA-dependent RNA polymerase [Nigrospora sphaerica partitivirus 1]	2877865	2.7e-83
F1456_NODE_4_length_1719_cov_696.986779	86.8	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Aspergillus protuberus partitivirus 1	Durnavirales	Aspergillus_protuberus_partitivirus_1	F1456_NODE_4_length_1719_cov_696.986779_1	2.6e-291	BDB16244.1	BDB16244.1 RNA-dependent RNA polymerase [Aspergillus protuberus partitivirus 1]	2875493	7.9e-88
F1370_NODE_970_length_1742_cov_6.752223	89.6	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Erysiphe necator associated partitivirus 2	Durnavirales	Erysiphe_necator_associated_partitivirus_2	F1370_NODE_970_length_1742_cov_6.752223_1	6.1e-301	QJW70318.1	QJW70318.1 RNA-dependent RNA polymerase [Erysiphe necator associated partitivirus 2]	2737084	4.5e-87
F1367_NODE_265_length_1859_cov_6.491685	42.4	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Partitiviridae sp.	Durnavirales	F1367_NODE_265_length_1859_cov_6.491685	F1367_NODE_265_length_1859_cov_6.491685_1	2.1e-115	UDL14417.1	UDL14417.1 MAG: putative RNA-dependent RNA polymerase, partial [Partitiviridae sp.]	1955170	8e-78
F1489_NODE_1734_length_1508_cov_1316.233999	71.1	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Spodoptera exempta insect virus 1	Durnavirales	Cativeted_virus	F1489_NODE_1734_length_1508_cov_1316.233999_1	3.9e-203	QFR15908.1	QFR15908.1 nonstructural protein [Spodoptera exempta insect virus 1]	2654689	1.6e-109
F1252_NODE_24_length_1618_cov_11.545106	74.9	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 1	Durnavirales	Bullivilm_virus	F1252_NODE_24_length_1618_cov_11.545106_1	5.2e-241	QKK35392.1	QKK35392.1 RNA-dependent RNA polymerase [Erysiphe necator associated gammapartitivirus 1]	2742540	2.8e-89
F1260_NODE_257_length_1441_cov_2.484127	90.6	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	NA	Plasmopara viticola lesion associated Partiti-like 2	Durnavirales	Plasmopara_viticola_lesion_associated_Partiti_like_2	F1260_NODE_257_length_1441_cov_2.484127_1	3.6e-257	QNQ74068.1	QNQ74068.1 RdRp [Plasmopara viticola lesion associated Partiti-like 2]	2689984	1.3e-85
F1172_NODE_1572_length_1141_cov_1.639963	60.1	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Wilkie partiti-like virus 2	Durnavirales	F1172_NODE_1572_length_1141_cov_1.639963	F1172_NODE_1572_length_1141_cov_1.639963_1	1.3e-129	ASA47308.1	ASA47308.1 RdRp [Wilkie partiti-like virus 2]	2010284	3.1e-74
F1424_NODE_40_length_1858_cov_2432.250139	99.5	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Hubei partiti-like virus 22	Durnavirales	Hubei_partiti_like_virus_22	F1424_NODE_40_length_1858_cov_2432.250139_1	0	BBQ05104.1	BBQ05104.1 RNA-dependent RNA polymerase [Hubei partiti-like virus 22]	1923029	4.4e-115
F1497_NODE_77_length_2882_cov_265.681995	72.7	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Penicillium miczynskii RNA virus 1	Durnavirales	F1497_NODE_77_length_2882_cov_265.681995	F1497_NODE_77_length_2882_cov_265.681995_2	2e-255	QDB74980.1	QDB74980.1 MAG: RNA-dependent RNA polymerase [Penicillium miczynskii RNA virus 1]	2587543	6e-45
F1168_NODE_53_length_1796_cov_48.662837	99.5	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Netjeret virus	Durnavirales	Netjeret_virus	F1168_NODE_53_length_1796_cov_48.662837_1	1.9e-239	QRW41917.1	QRW41917.1 MAG: RNA-dependent RNA polymerase [Netjeret virus]	2800932	7.9e-109
F1426_NODE_28_length_2861_cov_111.933001	76.1	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Penicillium miczynskii RNA virus 1	Durnavirales	F1426_NODE_28_length_2861_cov_111.933001	F1426_NODE_28_length_2861_cov_111.933001_2	1.1e-269	QDB74980.1	QDB74980.1 MAG: RNA-dependent RNA polymerase [Penicillium miczynskii RNA virus 1]	2587543	2.4e-48
F1349_NODE_35_length_2123_cov_45.847195	39.8	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Tetrodontophora bielanensis associated virus 1	Durnavirales	F1349_NODE_35_length_2123_cov_45.847195	F1349_NODE_35_length_2123_cov_45.847195_1	1e-119	DAB41738.1	DAB41738.1 TPA_exp: RNA-dependent RNA polymerase, partial [Tetrodontophora bielanensis associated virus 1]	2065806	6.8e-51
F1559_NODE_15_length_3431_cov_895.395438	39.8	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Tetrodontophora bielanensis associated virus 1	Durnavirales	F1559_NODE_15_length_3431_cov_895.395438	F1559_NODE_15_length_3431_cov_895.395438_2	5.2e-132	DAB41738.1	DAB41738.1 TPA_exp: RNA-dependent RNA polymerase, partial [Tetrodontophora bielanensis associated virus 1]	2065806	4.5e-50
F1352_NODE_69_length_3272_cov_31.923220	85.9	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Leshenault partiti-like virus	Durnavirales	Leshenault_partiti_like_virus	F1352_NODE_69_length_3272_cov_31.923220_3	0	YP_009388588.1	YP_009388588.1 RdRp [Leshenault partiti-like virus]	2010278	9.6e-59
F1193_NODE_250_length_1595_cov_322.071429	84	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Black Hawk Lake virus	Durnavirales	Bryonkle_virus	F1193_NODE_250_length_1595_cov_322.071429_1	8.4e-271	UOO01005.1	UOO01005.1 RNA-dependent RNA polymerase [Black Hawk Lake virus]	2933365	2.8e-93
F1204_NODE_1396_length_1577_cov_1375.680026	82.5	Pisuviricota	Duplopiviricetes	Durnavirales	NA	NA	Raccoon River virus	Durnavirales	F1204_NODE_1396_length_1577_cov_1375.680026	F1204_NODE_1396_length_1577_cov_1375.680026_1	1.1e-235	UOO01014.1	UOO01014.1 RNA-dependent RNA polymerase, partial [Raccoon River virus]	2933372	7.5e-100
F1560_NODE_10_length_7199_cov_155.988802	95.7	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Qingnian Mosquito Virus	Ellioviricetes	Qingnian_Mosquito_Virus	F1560_NODE_10_length_7199_cov_155.988802_1	0	QTW97785.1	QTW97785.1 RNA-dependent RNA polymerase [Qingnian Mosquito Virus]	1608059	1.4e-83
F1339_NODE_31_length_6863_cov_3148.768801	99.3	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	Ellioviricetes	Phasi_Charoen_like_virus	F1339_NODE_31_length_6863_cov_3148.768801_2	0	ATQ62689.1	ATQ62689.1 RNA-dependent RNA polymerase [Phasi Charoen-like phasivirus]	1980610	3.5e-136
F1539_NODE_12_length_6813_cov_660.129032	71	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	Ellioviricetes	Ackless_virus	F1539_NODE_12_length_6813_cov_660.129032_1	0	QOI91450.1	QOI91450.1 RdRp [Phasi Charoen-like phasivirus]	1980610	2.8e-128
F1083_NODE_4_length_6674_cov_338.451730	99.8	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Orthophasmavirus	Orthophasmavirus bastukasense	Ellioviricetes	Aedes_phasmavirus	F1083_NODE_4_length_6674_cov_338.451730_1	0	QRW42030.1	QRW42030.1 MAG: RNA-dependent RNA polymerase [Barstukas virus]	2800906	1.5e-100
F1422_NODE_7_length_6690_cov_40.209495	53	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Plasmopara viticola lesion associated mycobunyavirales-like virus 1	Ellioviricetes	F1422_NODE_7_length_6690_cov_40.209495	F1422_NODE_7_length_6690_cov_40.209495_1	0	QGY72638.1	QGY72638.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated mycobunyavirales-like virus 1]	2689124	1e-79
F1486_NODE_8_length_6793_cov_9.764619	28.8	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Rhizoctonia solani bunya/phlebo-like virus 1	Ellioviricetes	F1486_NODE_8_length_6793_cov_9.764619	F1486_NODE_8_length_6793_cov_9.764619_2	2.9e-232	QDW81309.1	QDW81309.1 RNA-dependent RNA polymerase [Rhizoctonia solani bunya/phlebo-like virus 1]	2600106	1.1e-67
F1367_NODE_2_length_7664_cov_2925.898935	68.3	Negarnaviricota	Ellioviricetes	Bunyavirales	NA	NA	Rhodopi bunya-like virus	Ellioviricetes	Xinzhou_Mosquito_Virus	F1367_NODE_2_length_7664_cov_2925.898935_1	0	QRD99873.1	QRD99873.1 MAG: RNA-dependent RNA polymerase [Rhodopi bunya-like virus]	2805759	2.9e-125
F1367_NODE_3_length_7143_cov_133.601298	44.8	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Ellioviricetes	Diaggly_virus_subsp1	F1367_NODE_3_length_7143_cov_133.601298_1	0	ALD89133.1	ALD89133.1 RNA-dependent RNA polymerase [Rhizoctonia solani negative-stranded virus 4]	1708386	5e-65
F1367_NODE_4_length_7142_cov_77.610837	44.3	Negarnaviricota	Ellioviricetes	Bunyavirales	Peribunyaviridae	NA	Rhizoctonia solani negative-stranded virus 4	Ellioviricetes	Diaggly_virus_subsp2	F1367_NODE_4_length_7142_cov_77.610837_1	0	ALD89133.1	ALD89133.1 RNA-dependent RNA polymerase [Rhizoctonia solani negative-stranded virus 4]	1708386	3.6e-66
F1036_NODE_2_length_6945_cov_19.074020	44.8	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	Jonvirus	Mikado virus	Ellioviricetes	Cloizable_virus	F1036_NODE_2_length_6945_cov_19.074020_2	0	ULE62088.1	ULE62088.1 RNA-dependent RNA polymerase [Mikado virus]	2895614	4.5e-60
F1632_NODE_15_length_6869_cov_140.488553	65.8	Negarnaviricota	Ellioviricetes	Bunyavirales	Phenuiviridae	Phasivirus	Phasi Charoen-like phasivirus	Ellioviricetes	Adableaps_virus	F1632_NODE_15_length_6869_cov_140.488553_1	0	QOI91450.1	QOI91450.1 RdRp [Phasi Charoen-like phasivirus]	1980610	4.1e-127
F1543_NODE_27_length_5990_cov_6.343724	80.8	Negarnaviricota	Ellioviricetes	NA	NA	NA	Crithidia G15 virus	Ellioviricetes	F1543_NODE_27_length_5990_cov_6.343724	F1543_NODE_27_length_5990_cov_6.343724_1	0	ASN64747.1	ASN64747.1 RNA-dependent RNA polymerase [Crithidia G15 virus]	2022115	3e-100
F1011_NODE_2_length_5406_cov_31.927864	54.8	Negarnaviricota	Ellioviricetes	NA	NA	NA	Salarivirus Mos8CM0	Ellioviricetes	F1011_NODE_2_length_5406_cov_31.927864	F1011_NODE_2_length_5406_cov_31.927864_1	0	API61884.1	API61884.1 RNA-dependent RNA polymerase, partial [Salarivirus Mos8CM0]	1925501	5.4e-119
F1611_NODE_2_length_7571_cov_651.122672	50.8	Negarnaviricota	Ellioviricetes	NA	NA	NA	Terena virus	Ellioviricetes	Cavaretrus_virus	F1611_NODE_2_length_7571_cov_651.122672_1	0	ANW72256.1	ANW72256.1 putative glycoprotein, partial [Terena virus]	1795443	3.1e-58
F1172_NODE_144_length_2542_cov_1.231604	45.8	Negarnaviricota	Ellioviricetes	NA	NA	NA	Riboviria sp.	Ellioviricetes	F1172_NODE_144_length_2542_cov_1.231604	F1172_NODE_144_length_2542_cov_1.231604_1	2.1e-212	QTW97783.1	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	5.2e-39
F1600_NODE_2_length_5756_cov_13.689177	69.6	Negarnaviricota	Ellioviricetes	NA	NA	NA	Jiangxia Mosquito Virus 1	Ellioviricetes	F1600_NODE_2_length_5756_cov_13.689177	F1600_NODE_2_length_5756_cov_13.689177_1	0	AJG39240.1	AJG39240.1 RNA-dependent RNA polymerase [Jiangxia Mosquito Virus 1]	1608051	5.3e-62
F1628_NODE_1_length_7594_cov_95.775700	58.8	Negarnaviricota	Ellioviricetes	NA	NA	NA	uncultured virus	Ellioviricetes	F1628_NODE_1_length_7594_cov_95.775700	F1628_NODE_1_length_7594_cov_95.775700_1	0	AGW51765.1	AGW51765.1 RNA-dependent RNA polymerase-like protein [uncultured virus]	340016	3.9e-119
F1628_NODE_2_length_7193_cov_174.125245	38.2	Negarnaviricota	Ellioviricetes	NA	NA	NA	Yunnan Paris negative-stranded virus	Ellioviricetes	Disamerg_virus	F1628_NODE_2_length_7193_cov_174.125245_1	0	QVU28732.1	QVU28732.1 RNA-dependent RNA polymerase [Yunnan Paris negative-stranded virus]	2836142	1.4e-126
F1628_NODE_3_length_6523_cov_75.503556	72.7	Negarnaviricota	Ellioviricetes	NA	NA	NA	Aspergillus fumigatus negative-stranded RNA virus 1	Ellioviricetes	F1628_NODE_3_length_6523_cov_75.503556	F1628_NODE_3_length_6523_cov_75.503556_1	0	BCH36617.1	BCH36617.1 RNA-dependent RNA polymerase [Aspergillus fumigatus negative-stranded RNA virus 1]	2749925	7.7e-76
F1621_NODE_1440_length_951_cov_4.206473	51.6	Negarnaviricota	Ellioviricetes	NA	NA	NA	Riboviria sp.	Ellioviricetes	F1621_NODE_1440_length_951_cov_4.206473	F1621_NODE_1440_length_951_cov_4.206473_1	2.1e-83	QTW97783.1	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	6.9e-42
F1472_NODE_1_length_7201_cov_146.442065	47.7	Negarnaviricota	Ellioviricetes	NA	NA	NA	Cladosporium cladosporioides negative-stranded RNA virus 2	Ellioviricetes	F1472_NODE_1_length_7201_cov_146.442065	F1472_NODE_1_length_7201_cov_146.442065_1	0	QDB75018.1	QDB75018.1 MAG: RNA-dependent RNA polymerase [Cladosporium cladosporioides negative-stranded RNA virus 2]	2587549	1.8e-76
F1621_NODE_24_length_3179_cov_5.991997	44.1	Negarnaviricota	Ellioviricetes	NA	NA	NA	Riboviria sp.	Ellioviricetes	F1621_NODE_24_length_3179_cov_5.991997	F1621_NODE_24_length_3179_cov_5.991997_1concat2	2.7e-138	QTW97783.1	QTW97783.1 RNA-dependent RNA polymerase [Riboviria sp.]	2585031	1.2e-26
F1392_NODE_1_length_10754_cov_548.269558	89.2	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Palm Creek virus	Amarillovirales	Palm_Creek_virus_subsp1	F1392_NODE_1_length_10754_cov_548.269558_2	0	YP_009344962.1	YP_009344962.1 polyprotein [Palm Creek virus]	1302179	1.9e-101
F1449_NODE_1_length_10804_cov_62.814960	99.4	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Quang Binh virus	Amarillovirales	Quang_Binh_virus_subsp2	F1449_NODE_1_length_10804_cov_62.814960_2	0	AYP74867.1	AYP74867.1 polyprotein [Quang Binh virus]	643132	6e-102
F1161_NODE_1_length_11153_cov_400.498018	99.7	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	La Tina virus	Amarillovirales	Aedes_flavivirus	F1161_NODE_1_length_11153_cov_400.498018_2	0	ATL63282.1	ATL63282.1 polyprotein [La Tina virus]	2045187	1.2e-99
F1416_NODEs_39_8_2_finalCxFVlike	71.8	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Culex flavivirus	Amarillovirales	Accesaty_virus	F1416_NODE_2_length_4213_cov_738.883838_1	0	ARQ79718.1	ARQ79718.1 polyprotein, partial [Culex flavivirus]	390844	7.1e-101
F1616_NODE_2_length_10646_cov_372.676140	85.5	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Palm Creek virus	Amarillovirales	Palm_Creek_virus_subsp2	F1616_NODE_2_length_10646_cov_372.676140_2	0	YP_009344962.1	YP_009344962.1 polyprotein [Palm Creek virus]	1302179	5.8e-101
F1407_NODE_2_length_10831_cov_220.119803	89.9	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Quang Binh virus	Amarillovirales	Quang_Binh_virus_subsp1	F1407_NODE_2_length_10831_cov_220.119803_2	0	UFQ89986.1	UFQ89986.1 polyprotein [Mosquito flavivirus]	673515	1.1e-105
F1187_NODE_1_length_18532_cov_6.864318	26.5	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	NA	Frankliniella occidentalis flavi-like virus 1	Amarillovirales	F1187_NODE_1_length_18532_cov_6.864318	F1187_NODE_1_length_18532_cov_6.864318_2	2.1e-133	QNM37798.1	QNM37798.1 hypothetical protein [Frankliniella occidentalis flavi-like virus 1]	2767259	4.9e-98
F1335_NODE_10_length_10737_cov_757.789833	99.4	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Cell fusing agent virus	Amarillovirales	Cell_fusing_agent_virus	F1335_NODE_10_length_10737_cov_757.789833_2	0	VVA41911.1	VVA41911.1 polyprotein [Cell fusing agent virus]	31658	1e-102
F1432_NODE_5_length_10841_cov_303.479974	98.7	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Culex flavivirus	Amarillovirales	Culex_flavivirus	F1432_NODE_5_length_10841_cov_303.479974_2	0	ASL70040.1	ASL70040.1 polyprotein [Culex flavivirus]	390844	5.8e-105
F1339_NODE_545_length_2516_cov_6.107680	56.5	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Mitovirus	Aspergillus fumigatus mitovirus 1	Ourlivirales	Doession_virus	F1339_NODE_545_length_2516_cov_6.107680_1	8.4e-175	AXE72932.1	AXE72932.1 RNA-dependent RNA polymerase [Aspergillus fumigatus mitovirus 1]	2250451	1.5e-90
F1058_NODE_389_length_2500_cov_57.082209	99.5	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Guadeloupe mosquito quaranja-like virus 1	Insthoviricetes	Guadeloupe_mosquito_quaranja_like_virus_1	F1058_NODE_389_length_2500_cov_57.082209_1	0	QRW42591.1	QRW42591.1 MAG: polymerase PB1 [Guadeloupe mosquito quaranja-like virus 1]	2607737	2.3e-193
F1115_NODE_44_length_2481_cov_121.967436	99.9	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Wuhan Mosquito Virus 6	Insthoviricetes	Wuhan_Mosquito_Virus_6	F1115_NODE_44_length_2481_cov_121.967436_1	0	QTW97780.1	QTW97780.1 PB1 [Wuhan Mosquito Virus 6]	1608131	8.2e-195
F1508_NODE_144_length_2236_cov_314.370931	60.6	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Xiangshan orthomyxo-like virus	Insthoviricetes	F1508_NODE_144_length_2236_cov_314.370931	F1508_NODE_144_length_2236_cov_314.370931_1	1.2e-248	UDL13962.1	UDL13962.1 MAG: RNA-dependent RNA polymerase subunit PB1 [Xiangshan orthomyxo-like virus]	2886237	1.3e-154
F1398_NODE_269_length_2478_cov_48.295089	85.1	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Palmetto orthomyxo-like virus	Insthoviricetes	Palmetto_orthomyxo_like_virus	F1398_NODE_269_length_2478_cov_48.295089_1	0	UGO48657.1	UGO48657.1 MAG: polymerase PB1 [Palmetto orthomyxo-like virus]	2894005	6.3e-200
F1413_NODE_102_length_2466_cov_759.949813	97.8	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	NA	Orthomyxoviridae sp.	Insthoviricetes	Orthomyxoviridae_sp_	F1413_NODE_102_length_2466_cov_759.949813_1	0	UJQ87630.1	UJQ87630.1 MAG: PB1 [Orthomyxoviridae sp.]	1955168	6.7e-190
F1083_NODE_108_length_2488_cov_200.391286	99.6	Negarnaviricota	Insthoviricetes	NA	NA	NA	Usinis virus	Insthoviricetes	Usinis_virus	F1083_NODE_108_length_2488_cov_200.391286_1	0	QRW42655.1	QRW42655.1 MAG: polymerase PB1 [Usinis virus]	2800948	1.5e-183
F1019_NODE_753_length_2446_cov_43.823923	69.3	Negarnaviricota	Insthoviricetes	NA	NA	NA	Usinis virus	Insthoviricetes	F1019_NODE_753_length_2446_cov_43.823923	F1019_NODE_753_length_2446_cov_43.823923_1	0	QRW42655.1	QRW42655.1 MAG: polymerase PB1 [Usinis virus]	2800948	1.1e-185
F1383_NODE_255_length_2513_cov_3.562246	36.3	Kitrinoviricota	Magsaviricetes	Nodamuvirales	Nodaviridae	NA	Bat guano associated nodavirus GF-4n	Nodamuvirales	Easynal_virus	F1383_NODE_255_length_2513_cov_3.562246_1	6.2e-111	ADI48250.1	ADI48250.1 putative RdRp [Bat guano associated nodavirus GF-4n]	795380	8.5e-135
F1531_NODE_222_length_3068_cov_2435.778626	40.4	Kitrinoviricota	Magsaviricetes	Nodamuvirales	NA	NA	Nelson wasp-associated virus 3	Nodamuvirales	F1531_NODE_222_length_3068_cov_2435.778626	F1531_NODE_222_length_3068_cov_2435.778626_1	2.1e-174	QZZ63401.1	QZZ63401.1 hypothetical protein, partial [Nelson wasp-associated virus 3]	2874459	3.5e-135
F1100_NODE_461_length_1657_cov_6.475655	83.2	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Betascleroulivirus	Betascleroulivirus thetaplasmoparae	Ourlivirales	F1100_NODE_461_length_1657_cov_6.475655	F1100_NODE_461_length_1657_cov_6.475655_1	2.3e-221	QGY72572.1	QGY72572.1 RNA dependent RNA polymerase [Plasmopara viticola lesion associated ourmia-like virus 42]	2686512	4.5e-85
F1017_NODE_110_length_2473_cov_34.363110	73.5	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Erysiphe necator associated ourmia-like virus 14	Ourlivirales	Erysiphe_necator_associated_ourmia_like_virus_14_subsp1	F1017_NODE_110_length_2473_cov_34.363110_1	6.5e-284	QKI79844.1	QKI79844.1 RNA-dependent RNA polymerase [Erysiphe necator associated ourmia-like virus 14]	2741794	3.6e-135
F1425_NODE_145_length_1791_cov_19.676843	56.8	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	NA	Botourmiaviridae sp.	Ourlivirales	F1425_NODE_145_length_1791_cov_19.676843	F1425_NODE_145_length_1791_cov_19.676843_1	1.1e-175	UJQ92001.1	UJQ92001.1 MAG: putative RNA-dependent RNA polymerase [Botourmiaviridae sp.]	2808997	2.5e-160
F1156_NODE_25_length_2967_cov_121.096841	87.7	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Penoulivirus	Penoulivirus thetaplasmoparae	Ourlivirales	Plasmopara_viticola_lesion_associated_ourmia_like_virus_90	F1156_NODE_25_length_2967_cov_121.096841_1	0	QGY72620.1	QGY72620.1 RNA dependent RNA polymerase, partial [Plasmopara viticola lesion associated ourmia-like virus 90]	2686565	1.8e-97
F1015_NODE_579_length_2145_cov_6.731100	91.7	Lenarviricota	Miaviricetes	Ourlivirales	Botourmiaviridae	Ourmiavirus	Bremia lactucae associated ourmia-like virus 1	Ourlivirales	Bremia_lactucae_associated_ourmia_like_virus_1_subsp1	F1015_NODE_579_length_2145_cov_6.731100_1	0	QIP68025.1	QIP68025.1 RNA-dependent RNA polymerase [Bremia lactucae associated ourmia-like virus 1]	2719805	9.4e-115
