target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target	contig_id	contig_set	orf_start	orf_end	orf_sense	orf_len
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1052_NODE_2373_length_932_cov_9.258837_1	-	5.4e-36	115.8	0	7e-36	115.4	0	11	1	0	0	1	1	1	1	-	F1052_NODE_2373_length_932_cov_9.258837	N	15	932	FORWARD	917
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1130_NODE_3300_length_1254_cov_6.849041_1	-	2.6e-06	18.1	13.1	2.7e-06	18	13.1	1	1	0	0	1	1	1	1	-	F1130_NODE_3300_length_1254_cov_6.849041	N	1254	1	REVERSE	1253
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1130_NODE_3940_length_1135_cov_1.528704_1	-	4.9e-06	17.2	17.8	5.5e-06	17.1	17.8	1	1	0	0	1	1	1	1	-	F1130_NODE_3940_length_1135_cov_1.528704	N	1135	2	REVERSE	1133
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1205_NODE_248_length_3721_cov_5.286143_2	-	6.7e-05	13.6	0.2	0.00013	12.7	0.2	15	1	0	0	1	1	1	1	-	F1205_NODE_248_length_3721_cov_5.286143	N	2678	45	REVERSE	2633
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1051_NODE_1_length_12044_cov_1008.365835_1	-	3.2e-183	603.3	4.7	5.3e-183	602.6	4.7	13	1	0	0	1	1	1	1	-	F1051_NODE_1_length_12044_cov_1008.365835	G	11905	5396	REVERSE	6509
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1052_NODE_9_length_4423_cov_7.729625_1	-	5.8e-123	402.9	0	1.8e-122	401.2	0	17	2	0	0	2	2	2	1	-	F1052_NODE_9_length_4423_cov_7.729625	G	2	3310	FORWARD	3308
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1052_NODE_13_length_3984_cov_401.735811_1	-	3.1e-162	532.5	0	4.3e-162	532.1	0	11	1	0	0	1	1	1	1	-	F1052_NODE_13_length_3984_cov_401.735811	G	3984	790	REVERSE	3194
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1201_NODE_4687_length_1308_cov_1.047087_1	-	4.7e-05	14.4	0	5.8e-05	14	0	12	1	0	0	1	1	1	1	-	F1201_NODE_4687_length_1308_cov_1.047087	N	1307	3	REVERSE	1304
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1322_NODE_126_length_1586_cov_15.097322_1	-	2e-51	167.7	1.3	2.4e-51	167.5	1.3	1	1	0	0	1	1	1	1	-	F1322_NODE_126_length_1586_cov_15.097322	G	1586	3	REVERSE	1583
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1152_NODE_882_length_1679_cov_3.621921_4	-	0.00014	12.4	19.4	0.00017	12.1	19.4	11	1	0	0	1	1	1	1	-	F1152_NODE_882_length_1679_cov_3.621921	N	1678	2	REVERSE	1676
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1381_NODE_255_length_2841_cov_543.011127_2	-	2.6e-82	270	10	3.3e-82	269.6	10	1	1	0	0	1	1	1	1	-	F1381_NODE_255_length_2841_cov_543.011127	N	1636	113	REVERSE	1523
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1016_NODE_1_length_12433_cov_88.195427_4	-	5.5e-173	569.5	11.9	9e-173	568.8	11.9	12	1	0	0	1	1	1	1	-	F1016_NODE_1_length_12433_cov_88.195427	G	6039	12212	FORWARD	6173
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1519_NODE_2025_length_1447_cov_3.040948_1	-	7.1e-05	13.8	0	7.2e-05	13.7	0	11	1	0	0	1	1	1	1	-	F1519_NODE_2025_length_1447_cov_3.040948	N	1398	346	REVERSE	1052
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1519_NODE_4123_length_1066_cov_5.446093_1	-	1.6e-06	19.5	17.4	1.9e-06	19.3	17.4	11	1	0	0	1	1	1	1	-	F1519_NODE_4123_length_1066_cov_5.446093	N	1066	2	REVERSE	1064
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1519_NODE_5583_length_911_cov_1.214953_1	-	1.1e-07	22.9	0	1.3e-07	22.7	0	11	1	0	0	1	1	1	1	-	F1519_NODE_5583_length_911_cov_1.214953	N	911	3	REVERSE	908
Birnaviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1410_NODE_4392_length_1000_cov_3.816931_1	-	0.00063	10.4	0	0.0012	9.4	0	14	1	0	0	1	1	1	1	-	F1410_NODE_4392_length_1000_cov_3.816931	N	1000	2	REVERSE	998
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1550_NODE_2268_length_1400_cov_2.990335_1	-	0.00029	11.8	4.4	4e-04	11.4	4.4	11	1	0	0	1	1	1	1	-	F1550_NODE_2268_length_1400_cov_2.990335	N	1	1398	FORWARD	1397
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta	-	F1336_NODE_857_length_1863_cov_1.769912_1	-	0.00029	11.6	0.1	0.00038	11.2	0.1	11	1	0	0	1	1	1	1	-	F1336_NODE_857_length_1863_cov_1.769912	N	1	1863	FORWARD	1862
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1339_NODE_31_length_6863_cov_3148.768801_2	-	3.5e-136	448.3	13.4	3.5e-136	448.3	13.4	22	1	1	1	2	2	2	1	-	F1339_NODE_31_length_6863_cov_3148.768801	G	6784	128	REVERSE	6656
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta	-	F1339_NODE_112_length_4542_cov_5.827502_2	-	8.5e-05	13.6	6.3	0.00014	12.9	6.3	13	1	0	0	1	1	1	1	-	F1339_NODE_112_length_4542_cov_5.827502	N	2	3580	FORWARD	3578
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1339_NODE_217_length_3580_cov_5.099007_1	-	0.00023	11.7	7.6	3e-04	11.3	7.6	11	1	0	0	1	1	1	1	-	F1339_NODE_217_length_3580_cov_5.099007	N	3428	1962	REVERSE	1466
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1339_NODE_256_length_3343_cov_3.845195_3	-	0.0013	9.5	12.7	4.2e-05	14.4	6.9	14	2	0	0	2	2	2	1	-	F1339_NODE_256_length_3343_cov_3.845195	N	3243	94	REVERSE	3149
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1339_NODE_266_length_3313_cov_7.505832_2	-	6.2e-100	328	0.1	8.2e-100	327.6	0.1	1	1	0	0	1	1	1	1	-	F1339_NODE_266_length_3313_cov_7.505832	G	2317	764	REVERSE	1553
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1564_NODE_980_length_2017_cov_8.753823_3	-	0.00046	11.1	0	0.00051	10.9	0	11	1	0	0	1	1	1	1	-	F1564_NODE_980_length_2017_cov_8.753823	N	1914	76	REVERSE	1838
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1360_NODE_13118_length_912_cov_2.880980_2	-	0.00053	10.5	27.7	8e-04	9.9	27.7	12	1	0	0	1	1	1	1	-	F1360_NODE_13118_length_912_cov_2.880980	N	1	912	FORWARD	911
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1556_NODE_232_length_2833_cov_39.978042_1	-	0.0041	7.9	4.7	0.0075	7.1	4.7	13	1	0	0	1	1	1	1	-	F1556_NODE_232_length_2833_cov_39.978042	N	627	2297	FORWARD	1670
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1539_NODE_1_length_9238_cov_54.876511_1	-	3.6e-131	431.2	1.8	3.9e-131	431.1	0	17	2	0	0	2	2	2	1	-	F1539_NODE_1_length_9238_cov_54.876511	G	8612	207	REVERSE	8405
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1539_NODE_12_length_6813_cov_660.129032_1	-	2.8e-128	422.2	2.4	2.8e-128	422.2	2.4	22	2	0	0	2	2	2	1	-	F1539_NODE_12_length_6813_cov_660.129032	G	2	6685	FORWARD	6683
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1539_NODE_381_length_2723_cov_1.655172_1	-	1.8e-05	15.7	0	2.5e-05	15.3	0	11	1	0	0	1	1	1	1	-	F1539_NODE_381_length_2723_cov_1.655172	N	104	1888	FORWARD	1784
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1005_NODE_1206_length_1916_cov_1.921010_2	-	0.0087	6.9	17.7	0.0018	9.2	8	2	2	0	0	2	2	2	2	-	F1005_NODE_1206_length_1916_cov_1.921010	N	1916	3	REVERSE	1913
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta	-	F1005_NODE_1383_length_1823_cov_10.350679_2	-	0.00066	10.7	1.5	9e-04	10.2	1.5	11	1	0	0	1	1	1	1	-	F1005_NODE_1383_length_1823_cov_10.350679	N	1823	3	REVERSE	1820
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1278_NODE_75_length_4041_cov_2.302308_2	-	4.3e-07	21.1	0	6.6e-07	20.5	0	13	1	0	0	1	1	1	1	-	F1278_NODE_75_length_4041_cov_2.302308	N	2	2518	FORWARD	2516
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1118_NODE_841_length_2060_cov_2.212469_4	-	0.0072	6.7	13.8	0.0088	6.4	13.8	1	1	0	0	1	1	1	1	-	F1118_NODE_841_length_2060_cov_2.212469	N	1154	3	REVERSE	1151
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1118_NODE_2534_length_1334_cov_1.894449_3	-	0.0015	9.5	20.7	0.0019	9.1	20.7	11	1	0	0	1	1	1	1	-	F1118_NODE_2534_length_1334_cov_1.894449	N	1333	2	REVERSE	1331
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1194_NODE_83_length_4344_cov_522.683143_1	-	3e-04	11.2	0	0.00042	10.7	0	11	1	0	0	1	1	1	1	-	F1194_NODE_83_length_4344_cov_522.683143	N	4324	2420	REVERSE	1904
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1194_NODE_83_length_4344_cov_522.683143_2	-	8.8e-142	466.6	1.3	1.1e-141	466.3	1.3	1	1	0	0	1	1	1	1	-	F1194_NODE_83_length_4344_cov_522.683143	N	2416	656	REVERSE	1760
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1194_NODE_164_length_3752_cov_1084.265350_1	-	9.1e-122	400.1	6.6	9.1e-122	400.1	6.6	22	1	1	0	2	2	2	1	-	F1194_NODE_164_length_3752_cov_1084.265350	G	3684	43	REVERSE	3641
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1201_NODE_27_length_6413_cov_17.246304_3	-	0.00097	10.1	6.1	0.0013	9.7	6.1	1	1	0	0	1	1	1	1	-	F1201_NODE_27_length_6413_cov_17.246304	N	3172	4689	FORWARD	1517
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1032_NODE_1_length_13213_cov_14.139915_4	-	1.1e-173	571.7	1.7	2e-173	570.9	1.7	13	1	0	0	1	1	1	1	-	F1032_NODE_1_length_13213_cov_14.139915	G	6862	13110	FORWARD	6248
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1032_NODE_17_length_3181_cov_1736.585413_2	-	4.8e-104	341.9	5.5	5.8e-104	341.6	5.5	1	1	0	0	1	1	1	1	-	F1032_NODE_17_length_3181_cov_1736.585413	N	1507	92	REVERSE	1415
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1032_NODE_821_length_1342_cov_3.211344_1	-	2e-04	12	0	0.00028	11.4	0	11	1	0	0	1	1	1	1	-	F1032_NODE_821_length_1342_cov_3.211344	N	3	1340	FORWARD	1337
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1497_NODE_7_length_5809_cov_200.726625_1	-	5.7e-74	242	1.2	9.1e-74	241.3	0.3	17	2	0	0	2	2	2	1	-	F1497_NODE_7_length_5809_cov_200.726625	N	5807	132	REVERSE	5675
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	-	F1497_NODE_15_length_4526_cov_148.730485_2	-	3.7e-127	418	0.7	4.8e-127	417.6	0.7	1	1	0	0	1	1	1	1	-	F1497_NODE_15_length_4526_cov_148.730485	N	1881	4490	FORWARD	2609
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1497_NODE_21_length_4260_cov_380.850178_2	-	5.6e-108	354.6	0	7.1e-108	354.2	0	1	1	0	0	1	1	1	1	-	F1497_NODE_21_length_4260_cov_380.850178	G	2554	932	REVERSE	1622
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	-	F1497_NODE_40_length_3440_cov_12.563959_1	-	6.5e-101	331.2	11.3	1e-100	330.5	11.3	13	1	0	0	1	1	1	1	-	F1497_NODE_40_length_3440_cov_12.563959	G	12	3341	FORWARD	3329
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1497_NODE_77_length_2882_cov_265.681995_2	-	6e-45	146.5	2.3	6.8e-45	146.3	2.3	11	1	0	0	1	1	1	1	-	F1497_NODE_77_length_2882_cov_265.681995	N	2001	109	REVERSE	1892
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1497_NODE_136_length_2378_cov_1144.077056_1	-	3.2e-17	54.3	0	4.1e-17	53.9	0	11	1	0	0	1	1	1	1	-	F1497_NODE_136_length_2378_cov_1144.077056	G	2376	70	REVERSE	2306
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1497_NODE_153_length_2244_cov_6.051165_3	-	0.0026	8.9	21	0.0037	8.4	21	11	1	0	0	1	1	1	1	-	F1497_NODE_153_length_2244_cov_6.051165	N	1979	156	REVERSE	1823
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1069_NODE_1642_length_1508_cov_1.242257_1	-	0.00027	11.8	0	0.00032	11.6	0	11	1	0	0	1	1	1	1	-	F1069_NODE_1642_length_1508_cov_1.242257	N	1127	3	REVERSE	1124
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1069_NODE_4384_length_997_cov_3.004246_2	-	1.5e-05	15.9	29.7	1.7e-05	15.7	29.7	11	1	0	0	1	1	1	1	-	F1069_NODE_4384_length_997_cov_3.004246	N	996	1	REVERSE	995
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1187_NODE_3328_length_1341_cov_1.934681_1	-	0.0069	7	11.7	0.01	6.4	11.7	12	1	0	0	1	1	1	1	-	F1187_NODE_3328_length_1341_cov_1.934681	N	1339	2	REVERSE	1337
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1187_NODE_3332_length_1340_cov_1.898833_2	-	0.00042	11.3	10.2	0.00054	10.9	10.2	12	1	0	0	1	1	1	1	-	F1187_NODE_3332_length_1340_cov_1.898833	N	1340	3	REVERSE	1337
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1187_NODE_4107_length_1209_cov_2.273830_1	-	8.2e-05	13.5	0	9.9e-05	13.3	0	11	1	0	0	1	1	1	1	-	F1187_NODE_4107_length_1209_cov_2.273830	N	1086	1	REVERSE	1085
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1414_NODE_269_length_1737_cov_116.394768_1	-	1.2e-92	304	14.7	1.5e-92	303.7	14.7	1	1	0	0	1	1	1	1	-	F1414_NODE_269_length_1737_cov_116.394768	G	1684	68	REVERSE	1616
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1416_NODE_2_length_4213_cov_738.883838_1	-	7.1e-101	331.1	7.4	1e-100	330.6	7.4	11	1	0	0	1	1	1	1	-	F1416_NODE_2_length_4213_cov_738.883838	G	3	3848	FORWARD	3845
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1015_NODE_16_length_5365_cov_6.108851_2	-	5.6e-148	486.9	4	6.8e-148	486.6	4	1	1	0	0	1	1	1	1	-	F1015_NODE_16_length_5365_cov_6.108851	N	1069	2880	FORWARD	1811
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1015_NODE_34_length_4438_cov_44.128451_1	-	0.00015	12.2	0	0.00021	11.7	0	11	1	0	0	1	1	1	1	-	F1015_NODE_34_length_4438_cov_44.128451	N	63	2003	FORWARD	1940
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1015_NODE_34_length_4438_cov_44.128451_2	-	3.4e-142	468	0.7	4.2e-142	467.7	0.7	1	1	0	0	1	1	1	1	-	F1015_NODE_34_length_4438_cov_44.128451	N	2007	3767	FORWARD	1760
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1015_NODE_579_length_2145_cov_6.731100_1	-	9.4e-115	377.2	21.9	1.2e-114	376.8	21.9	1	1	0	0	1	1	1	1	-	F1015_NODE_579_length_2145_cov_6.731100	G	1	1896	FORWARD	1895
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1419_NODE_266_length_3504_cov_6.841983_7	-	0.00013	12.5	50.4	0.00023	11.7	50.4	13	1	0	0	1	1	1	1	-	F1419_NODE_266_length_3504_cov_6.841983	N	3502	275	REVERSE	3227
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1541_NODE_146_length_3554_cov_2.836811_2	-	0.0042	8	4.7	0.0059	7.5	4.7	11	1	0	0	1	1	1	1	-	F1541_NODE_146_length_3554_cov_2.836811	N	3411	1	REVERSE	3410
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1106_NODE_1067_length_1118_cov_2.794920_2	-	0.001	10.1	0.5	0.00098	10.1	0.5	11	1	0	0	1	1	1	1	-	F1106_NODE_1067_length_1118_cov_2.794920	N	1	1116	FORWARD	1115
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1107_NODE_4_length_4693_cov_19.984260_1	-	2.5e-51	167.1	0.1	5.1e-51	166.1	0.1	15	1	0	0	1	1	1	1	-	F1107_NODE_4_length_4693_cov_19.984260	N	391	4554	FORWARD	4163
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1511_NODE_3665_length_1195_cov_3.577193_2	-	0.00012	12.9	27.9	0.00015	12.6	27.9	1	1	0	0	1	1	1	1	-	F1511_NODE_3665_length_1195_cov_3.577193	N	1195	2	REVERSE	1193
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta	-	F1511_NODE_5678_length_958_cov_1.677741_2	-	0.00046	10.9	0	0.00068	10.3	0	11	1	0	0	1	1	1	1	-	F1511_NODE_5678_length_958_cov_1.677741	N	956	3	REVERSE	953
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1101_NODE_695_length_1155_cov_3.764545_2	-	0.0089	6.7	21.5	0.011	6.4	21.5	11	1	0	0	1	1	1	1	-	F1101_NODE_695_length_1155_cov_3.764545	N	1147	2	REVERSE	1145
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1102_NODE_96_length_4042_cov_224.580637_1	-	1.8e-85	280.1	2	2.5e-85	279.6	2	11	1	0	0	1	1	1	1	-	F1102_NODE_96_length_4042_cov_224.580637	G	4042	47	REVERSE	3995
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1102_NODE_291_length_3050_cov_17.463773_5	-	0.00031	11.8	10.8	0.00013	12.9	7.3	19	2	0	0	2	2	2	1	-	F1102_NODE_291_length_3050_cov_17.463773	N	2881	323	REVERSE	2558
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1405_NODE_732_length_1820_cov_2.475354_1	-	1.4e-05	15.7	3.3	1.7e-05	15.4	3.3	11	1	0	0	1	1	1	1	-	F1405_NODE_732_length_1820_cov_2.475354	N	1	1818	FORWARD	1817
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1341_NODE_3796_length_1279_cov_3.906046_2	-	0.0017	8.8	11.1	0.0024	8.3	11.1	11	1	0	0	1	1	1	1	-	F1341_NODE_3796_length_1279_cov_3.906046	N	1279	2	REVERSE	1277
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1341_NODE_4004_length_1248_cov_3.270746_1	-	0.0035	8.3	18.4	0.0039	8.1	18.4	11	1	0	0	1	1	1	1	-	F1341_NODE_4004_length_1248_cov_3.270746	N	238	1248	FORWARD	1010
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1009_NODE_999_length_2021_cov_3.291455_2	-	0.00061	10.8	0.2	0.00081	10.4	0.2	11	1	0	0	1	1	1	1	-	F1009_NODE_999_length_2021_cov_3.291455	N	2020	197	REVERSE	1823
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1009_NODE_1560_length_1737_cov_6.064209_3	-	0.00072	10	26.3	0.001	9.5	26.3	12	1	0	0	1	1	1	1	-	F1009_NODE_1560_length_1737_cov_6.064209	N	1	1737	FORWARD	1736
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1009_NODE_1884_length_1623_cov_4.420281_2	-	0.00081	10.4	7.8	0.001	10	7.8	12	1	0	0	1	1	1	1	-	F1009_NODE_1884_length_1623_cov_4.420281	N	1621	17	REVERSE	1604
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1009_NODE_2478_length_1453_cov_1.365522_1	-	0.00014	12.7	0.6	0.00017	12.4	0.6	1	1	0	0	1	1	1	1	-	F1009_NODE_2478_length_1453_cov_1.365522	N	1453	2	REVERSE	1451
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1560_NODE_544_length_2623_cov_546.129283_1	-	3.2e-71	233.2	1.3	4.1e-71	232.8	1.3	11	1	0	0	1	1	1	1	-	F1560_NODE_544_length_2623_cov_546.129283	G	11	2557	FORWARD	2546
ALL_NCBI_Palmdb_RdRp.Nidovirales_Nter_GDD.0.4.fasta	-	F1187_NODE_1635_length_1785_cov_1.563006_1	-	7.3e-05	13.4	0	0.00011	12.8	0	11	1	0	0	1	1	1	1	-	F1187_NODE_1635_length_1785_cov_1.563006	N	1784	108	REVERSE	1676
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1187_NODE_2509_length_1516_cov_2.216290_1	-	0.0049	7.6	9.8	0.011	6.4	9.8	15	1	0	0	1	1	1	1	-	F1187_NODE_2509_length_1516_cov_2.216290	N	3	1514	FORWARD	1511
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1073_NODE_69_length_1438_cov_2.796095_1	-	6.7e-05	13.8	2.6	9.2e-05	13.4	2.6	11	1	0	0	1	1	1	1	-	F1073_NODE_69_length_1438_cov_2.796095	N	1438	92	REVERSE	1346
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta	-	F1467_NODE_395_length_1345_cov_9.565891_1	-	0.0015	9.2	9.9	0.0021	8.7	9.9	11	1	0	0	1	1	1	1	-	F1467_NODE_395_length_1345_cov_9.565891	N	1344	1	REVERSE	1343
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1467_NODE_453_length_1258_cov_2.680798_1	-	0.0018	9.2	5.6	0.0024	8.8	5.6	11	1	0	0	1	1	1	1	-	F1467_NODE_453_length_1258_cov_2.680798	N	3	1256	FORWARD	1253
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1070_NODE_95_length_2371_cov_2.746114_1	-	7.9e-93	304.6	0.5	9.9e-93	304.3	0.5	11	1	0	0	1	1	1	1	-	F1070_NODE_95_length_2371_cov_2.746114	G	436	2370	FORWARD	1934
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1200_NODE_545_length_3046_cov_17.947844_2	-	0.00015	12.2	9	0.00027	11.3	9	14	1	0	0	1	1	1	1	-	F1200_NODE_545_length_3046_cov_17.947844	N	801	2456	FORWARD	1655
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1200_NODE_594_length_2982_cov_2.494021_1	-	5.5e-05	13.9	0.9	0.00014	12.5	0.9	16	1	1	0	1	1	1	1	-	F1200_NODE_594_length_2982_cov_2.494021	N	1	1728	FORWARD	1727
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1200_NODE_1393_length_2271_cov_7.084838_1	-	0.0037	7.8	2.6	0.0046	7.5	2.6	1	1	0	0	1	1	1	1	-	F1200_NODE_1393_length_2271_cov_7.084838	N	373	1461	FORWARD	1088
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1113_NODE_1_length_10941_cov_118.625023_5	-	3e-158	521.1	0.1	4.7e-158	520.5	0.1	12	1	0	0	1	1	1	1	-	F1113_NODE_1_length_10941_cov_118.625023	G	10829	828	REVERSE	10001
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1115_NODE_44_length_2481_cov_121.967436_1	-	8.2e-195	641.4	0	1e-194	641	0	1	1	0	0	1	1	1	1	-	F1115_NODE_44_length_2481_cov_121.967436	N	2459	60	REVERSE	2399
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1366_NODE_106_length_4199_cov_3.102075_1	-	0.0011	9.9	6.8	0.0017	9.3	6.8	11	1	0	0	1	1	1	1	-	F1366_NODE_106_length_4199_cov_3.102075	N	3	3875	FORWARD	3872
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1366_NODE_301_length_3212_cov_2.108331_1	-	0.00085	10.1	29	0.00012	12.9	12.8	22	2	0	0	2	2	2	2	-	F1366_NODE_301_length_3212_cov_2.108331	N	3	3008	FORWARD	3005
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1129_NODE_4925_length_1064_cov_4.032706_1	-	0.0013	9.5	11.1	0.0016	9.2	11.1	11	1	0	0	1	1	1	1	-	F1129_NODE_4925_length_1064_cov_4.032706	N	3	1064	FORWARD	1061
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1520_NODE_2051_length_1454_cov_4.105075_1	-	1.1e-05	16.4	10	1.4e-05	16	10	11	1	0	0	1	1	1	1	-	F1520_NODE_2051_length_1454_cov_4.105075	N	180	1454	FORWARD	1274
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1525_NODE_442_length_2688_cov_6.346373_1	-	2e-04	12.2	0	0.00044	11.2	0	15	1	0	0	1	1	1	1	-	F1525_NODE_442_length_2688_cov_6.346373	N	82	2466	FORWARD	2384
