site	season	village	commune	district	city	elevation_m	trapping method	trip	month	genus	subgenus	species	genus_species	sex	blood_meal	number	old_eppendorf	old_box	new_eppendorf	new_box	Location	datetime_setup	datetime_collect	lat	long	id	latlong_provided
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1158	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:45:00	2019-10-08 14:40:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1159	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:45:00	2019-10-09 08:47:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1160	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:45:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1161	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:45:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1162	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:45:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1163	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1164	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1165	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1166	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1167	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 12:10:00	2019-10-09 12:12:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1168	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 12:10:00	2019-10-09 12:12:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1169	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 12:10:00	2019-10-09 12:12:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1170	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	albopictus	Aedes albopictus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 12:10:00	2019-10-09 12:12:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1171	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 08:45:00	2019-10-09 08:45:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1172	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1173	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1174	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1175	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1176	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1177	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1178	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1179	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1180	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1181	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1182	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1183	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1184	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1185	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1186	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1187	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1188	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Aedimorphus	caecus	Aedes caecus	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-10 10:25:00	2019-10-11 10:35:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1189	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1190	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1191	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1192	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1193	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1194	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1195	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1196	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1197	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerri	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-09 08:45:00	2019-10-10 08:47:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1198	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	Stegomyia	gardnerii	Aedes gardneri	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-07 14:23:00	2019-10-08 14:25:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1199	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1200	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1201	masked, available in supplementary info or upon request
masked, available in supplementary info or upon request	Rainy	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	October	Aedes	NA	thailandensis	Aedes thailandensis	F	0	1	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	Pursat	2019-10-08 10:25:00	2019-10-09 10:15:00	masked, available in supplementary info or upon request	masked, available in supplementary info or upon request	FSPI_1202	masked, available in supplementary info or upon request
